name,category,spec,price,code,description,availability,image,published
China Potli,"Gift Boxes, Trays, Bags & Baskets",4 × 6 in ₹6 · 5 × 7 in ₹8 · 7 × 9 in ₹10 · per piece,6,1501,"China Potli in 3 sizes, sold per piece: 4 × 6 in ₹6, 5 × 7 in ₹8, 7 × 9 in ₹10.",in_stock,/img/products/1501.webp,yes
Jute Potli,"Gift Boxes, Trays, Bags & Baskets",4 × 6 in ₹12 · 5 × 7 in ₹16 · 7 × 9 in ₹25 · per piece,12,1502,"Jute Potli in 3 sizes, sold per piece: 4 × 6 in ₹12, 5 × 7 in ₹16, 7 × 9 in ₹25.",in_stock,/img/products/1502.webp,yes
Leharia Potli,"Gift Boxes, Trays, Bags & Baskets",5 × 8 in ₹14 · per piece,14,1503,"Leharia Potli, 5 × 8 in, at ₹14 per piece.",in_stock,/img/products/1503.webp,yes
Patola Potli,"Gift Boxes, Trays, Bags & Baskets",5 × 7 in ₹14 · per piece,14,1504,"Patola Potli, 5 × 7 in, at ₹14 per piece.",in_stock,/img/products/1504.webp,yes
Bindi Print Potli,"Gift Boxes, Trays, Bags & Baskets",5 × 7 in ₹14 · 7 × 9 in ₹20 · per piece,14,1505,"Bindi Print Potli in 2 sizes, sold per piece: 5 × 7 in ₹14, 7 × 9 in ₹20.",in_stock,/img/products/1505.webp,yes
Paan Potli,"Gift Boxes, Trays, Bags & Baskets",5 × 7 in ₹14 · 7 × 9 in ₹20 · per piece,14,1506,"Paan Potli in 2 sizes, sold per piece: 5 × 7 in ₹14, 7 × 9 in ₹20.",in_stock,/img/products/1506.webp,yes
Wave Potli,"Gift Boxes, Trays, Bags & Baskets",5 × 8 in ₹14 · per piece,14,1507,"Wave Potli, 5 × 8 in, at ₹14 per piece.",in_stock,/img/products/1507.webp,yes
Velvet Check Potli,"Gift Boxes, Trays, Bags & Baskets",4 × 6 in ₹18 · 7 × 9 in ₹25 · per piece,18,1508,"Velvet Check Potli in 2 sizes, sold per piece: 4 × 6 in ₹18, 7 × 9 in ₹25.",in_stock,/img/products/1508.webp|/img/products/1508-2.webp,yes
Velvet Work Potli,"Gift Boxes, Trays, Bags & Baskets",4 × 6 in ₹18 · 6 × 8 in ₹25 · per piece,18,1509,"Velvet Work Potli in 2 sizes, sold per piece: 4 × 6 in ₹18, 6 × 8 in ₹25.",in_stock,/img/products/1509.webp,yes
Velvet Border Potli,"Gift Boxes, Trays, Bags & Baskets",7 × 9 in ₹25 · per piece,25,1510,"Velvet Border Potli, 7 × 9 in, at ₹25 per piece.",in_stock,/img/products/1510.webp,yes
